Abbrev,n,start,end,subtitle,llama
DaysSummer,14,44.11999999999989,46.57999999999993,and... a guy comes up to me...,5
DaysSummer,15,46.68000000000029,49.26000000000022,"and asked me about it,",5
DaysSummer,16,49.35999999999967,52.35199999999986,and... now he's my husband.,6
DaysSummer,17,55.19999999999982,57.659999999999854,Yeah. And... so?,5
DaysSummer,18,57.76000000000022,61.61999999999989,"So, what if I'd gone to the movies?",5
DaysSummer,19,61.720000000000255,66.61999999999989,"What if I had gone
somewhere else for lunch?",5
DaysSummer,20,66.72000000000025,70.02999999999975,"What if I'd gotten there
10 minutes later?",5
DaysSummer,21,71.5600000000004,73.61999999999989,It was-,5
DaysSummer,22,73.72000000000025,76.02900000000045,It was meant to be.,6
DaysSummer,23,76.15999999999985,78.79899999999998,"And I just kept thinking,",5
DaysSummer,24,80.5600000000004,82.53999999999996,"- Tom was right.
- No.",5
DaysSummer,25,82.64000000000033,84.69999999999982,"Yeah, I did.",5
DaysSummer,26,84.80000000000018,87.3140000000003,"[Laughs]
I did.",5
DaysSummer,27,93.96000000000004,96.52000000000044,"It just wasn't me
that you were right about.",5
DaysSummer,28,123.11999999999989,125.02000000000044,I should go.,5
DaysSummer,29,125.11999999999989,128.11200000000008,"But I'm really happy to see
that you're doing well.",6
Fences,1,0.03999999999996362,2.4290000000000873,We ain't talking about baseball!,5
Fences,2,2.5200000000004366,4.895999999999731,"We talking about you going off
and laying up with another woman,",2
Fences,3,4.920000000000073,5.975999999999658,then bringing it home to me.,5
Fences,4,6,8.33600000000024,"That's what we're talking about.
We're not talkin' about no baseball!",6
Fences,5,8.359999999999673,9.615999999999985,"Rose, you're not listening to me.",5
Fences,6,9.640000000000327,12.518000000000029,"I'm trying to explain it to you
the best way I know how.",5
Fences,7,14.079999999999927,15.35400000000027,It's not easy for me to admit,4
Fences,8,15.479999999999563,18.55199999999968,"that I've been standing
in the same place for 18 years!",5
Fences,9,18.640000000000327,21.15400000000045,"Well, I've been standing with you!",6
Fences,10,21.23999999999978,25.27900000000045,"I've been right here with you, Troy!
I got a life, too.",5
Fences,11,25.359999999999673,29.591999999999643,"I gave 18 years of my life
to stand in the same spot as you!",2
Fences,12,29.68000000000029,31.636000000000422,"Don't you think
I ever wanted other things?",5
Fences,13,31.720000000000255,33.83600000000024,"Don't you think
I had dreams and hopes?",5
Fences,14,33.92000000000007,36.514000000000124,What about my life? What about me?,2
Fences,15,36.600000000000364,39.19999999999982,"Don't you think it ever crossed my mind
to want to know other men?",5
Fences,16,39.279999999999745,43.59199999999964,"That I wanted to lay up somewhere
and forget about my responsibilities?",4
Fences,17,43.68000000000029,45.271999999999935,"That I wanted someone
to make me laugh,",5
Fences,18,45.35999999999967,47.39599999999973,so I could feel good?,5
Fences,19,47.47999999999956,49.55000000000018,"You're not the only one
who's got wants and needs.",6
Fences,20,49.68000000000029,51.59100000000035,"But I held on to you, Troy.",6
Fences,21,51.68000000000029,55.832000000000335,"I took all my feelings,
my wants and needs and dreams,",5
Fences,22,55.92000000000007,57.71699999999964,and I buried them inside you.,2
Fences,23,57.80000000000018,60.07499999999982,"I planted a seed
and watched and prayed over it.",6
Fences,24,60.159999999999854,63.152000000000044,"I planted myself inside you
and waited to bloom!",6
Fences,25,63.23999999999978,67.07399999999961,"And it didn't take me no 18 years
to realize the soil was hard and rocky,",5
Fences,26,67.15999999999985,69.27599999999984,and it wasn't never gonna bloom!,2
Fences,27,69.35999999999967,72.27199999999993,"But I held on to you, Troy.
I held you tighter.",6
Fences,28,72.35999999999967,74.35099999999966,You was my husband.,5
Fences,29,74.4399999999996,77.07899999999972,I owed you everything I had.,2
Fences,30,77.15999999999985,79.83299999999963,Every part of me I could find to give you.,6
Fences,31,79.96000000000004,83.74799999999959,"And upstairs in that bedroom,
with the darkness falling in on me,",2
Fences,32,83.88000000000011,87.95300000000043,"I gave everything I had
to try and erase the doubt",5
Fences,33,88.03999999999996,90.71299999999974,"that you wasn't the finest man
in the world.",4
Fences,34,90.80000000000018,93.47299999999996,"And wherever you was going,
I was gonna be there with you,",6
Fences,35,93.60000000000036,96.03399999999965,because you was my husband.,5
Fences,36,97.47999999999956,100.47199999999975,"'Cause that's the only way
I was gonna survive as your wife.",5
Fences,37,101.72000000000025,105.39500000000044,"You always talking about what you give
and what you don't have to give.",5
Fences,38,106.07999999999993,107.79799999999977,"But you take, too, Troy.",5
Fences,39,107.88000000000011,110.51900000000023,"You take
and don't even know nobody's giving.",4
Fences,40,110.60000000000036,111.65599999999995,You say I take and don't give.,2
Fences,41,111.68000000000029,112.82899999999972,"Troy, you're hurting me.",2
Fences,42,112.92000000000007,115.17600000000039,"- Troy, you're hurting my arm, let go!
- I gave you everything I got.",5
Fences,43,115.19999999999982,116.25600000000031,Don't you tell that lie on me.,6
Fences,44,116.27999999999975,117.67900000000009,"- Mama!
- Don't you tell that lie!",5
Fences,45,117.76000000000022,119.27300000000014,"Troy, you're hurting me!",2
Fences,46,119.88000000000011,121.23300000000017,Troy! Troy!,6
Fences,47,121.64000000000033,125.3149999999996,All right. That's strike two.,5
Fences,48,126.15999999999985,130.35800000000017,"You stay away from around me, boy.
Don't you strike out.",5
Fences,49,132.03999999999996,134.03099999999995,You're living with a full count.,6
ForrestGump,1,3.0200000000004366,6.3549999999995634,You died on a Saturday morning.,2
ForrestGump,2,8.065999999999804,11.819000000000415,"And I had you placed
here under our tree.",6
ForrestGump,3,16.699999999999818,21.537000000000262,"And I had that house of your father's
bulldozed to the ground.",4
ForrestGump,4,25.66700000000037,27.335000000000036,Mama,5
ForrestGump,5,28.420000000000073,33.42399999999998,always said that dying was a part of life.,5
ForrestGump,6,36.845000000000255,39.18000000000029,I sure wish it wasn't.,2
ForrestGump,7,41.850000000000364,45.603000000000065,Little Forrest is doing just fine.,6
ForrestGump,8,46.9380000000001,48.021999999999935,But...,5
ForrestGump,9,48.27300000000014,50.940999999999804,"About to start school again soon,",4
ForrestGump,10,52.77800000000025,56.57099999999991,"and I make his breakfast, lunch
and dinner every day.",6
ForrestGump,11,58.740999999999985,64.7460000000001,"I make sure he combs his hair
and brushes his teeth every day.",6
ForrestGump,12,67.875,70.46000000000004,Teaching him how to play Ping-Pong.,6
ForrestGump,13,71.7539999999999,72.79600000000028,Okay.,5
ForrestGump,14,73.04699999999957,74.21399999999994,He's really good.,6
ForrestGump,15,74.29799999999977,76.42399999999998,"Forrest, you go.",6
ForrestGump,16,80.63799999999992,82.22199999999975,We fish a lot.,6
ForrestGump,17,85.76800000000003,89.22900000000027,"(SOBBING) And every night, we read
a book. He's so smart, Jenny.",6
ForrestGump,18,92.48300000000017,94.73400000000038,You'd be so proud of him.,6
ForrestGump,19,96.44499999999971,97.90400000000045,I am.,5
ForrestGump,20,98.94800000000032,102.15800000000036,He wrote you a letter.,5
ForrestGump,21,103.74399999999969,105.78700000000026,And he says I can't read it.,2
ForrestGump,22,105.91299999999956,109.45700000000033,"I'm not supposed to,
so I'll just leave it here for you.",5
ForrestGump,23,125.51599999999962,126.85000000000036,"Jenny,",5
ForrestGump,24,132.64800000000014,135.85900000000038,"I don't know if Mama was right,",5
ForrestGump,25,137.19400000000041,138.6949999999997,or if it's Lieutenant Dan.,5
ForrestGump,26,138.8209999999999,141.40599999999995,I don't know,5
ForrestGump,27,141.48999999999978,145.9939999999997,"if we each have a destiny,",5
ForrestGump,28,148.03799999999956,153.16799999999967,"or if we're all just floating around
accidental-like on a breeze.",5
ForrestGump,29,157.67299999999977,159.5069999999996,But I think,5
ForrestGump,30,161.38500000000022,163.17799999999988,maybe it's both.,5
ForrestGump,31,167.51599999999962,170.39300000000003,"Maybe both is happening
at the same time.",5
ForrestGump,32,176.52499999999964,178.52599999999984,"But I miss you, Jenny.",5
ForrestGump,33,184.90899999999965,189.32899999999972,"If there's anything you need,
I won't be far away.",6
GoodWill,1,0,2.2600000000002183,"Hey, you know you'd be better off shoving that cigarette
up your ass. It'd probably be healthier for you.",2
GoodWill,2,2.3980000000001382,6.525000000000091,"- Yeah, I know. It really gets in the way of my yoga.
- You work out, huh?",5
GoodWill,3,6.652000000000044,9.356000000000222,"- What, you lift?
- Yeah.",5
GoodWill,4,9.48700000000008,11.480000000000018,"- Uh, Nautilus?
- No, free weights.",5
GoodWill,5,11.614000000000033,13.191000000000258,"- Oh, really? - Yeah.
- Free weights, huh?",5
GoodWill,6,13.32400000000007,15.115000000000236,"- Yeah, big time. -
Yeah? - Just like that.",5
GoodWill,7,15.24200000000019,17.531000000000404,"- What do you bench?
- 285. What do you bench?",5
GoodWill,8,19.95400000000018,22.0300000000002,You paint that?,5
GoodWill,9,22.164999999999964,25.580000000000382,Yeah. You paint? Do you sculpt?,5
GoodWill,10,25.709000000000287,27.536000000000058,"- No.
- Do you like art?",5
GoodWill,11,30.13000000000011,32.039000000000215,Do you like music?,5
GoodWill,12,32.17300000000023,34.21199999999999,This is a real piece of shit.,1
GoodWill,13,34.3420000000001,36.215000000000146,"Oh. Well, tell me
what you really think.",5
GoodWill,14,36.3430000000003,39.676000000000386,"Uh, just, uh, the linear
and impressionistic mix...",5
GoodWill,15,39.80500000000029,42.04600000000028,makes a very muddled composition.,2
GoodWill,16,42.182000000000244,45.965000000000146,"It's also a Winslow Homer rip-off, except
you got whitey, uh, rowin' the boat there.",4
GoodWill,17,46.10200000000032,47.975000000000364,"Well, it's art, Monet.
It wasn't very good.",4
GoodWill,18,48.103000000000065,50.72400000000016,"- That's not really what concerns me though.
- What concerns you?",5
GoodWill,19,50.85600000000022,53.263000000000375,"- Just the colouring.
- You know what the real bitch of it is?",2
GoodWill,20,53.39900000000034,55.39200000000028,It's paint-by-number.,4
GoodWill,21,55.526000000000295,57.98100000000022,"Is it colour-by-number? Because
the colours are fascinating to me.",6
GoodWill,22,58.11200000000008,59.689000000000306,"- Aren't they, really? What about that?
- You bet.",6
GoodWill,23,59.82100000000037,62.73900000000003,"I think you're about one step away
from cuttin' your fuckin' ear off.",2
GoodWill,24,62.865999999999985,64.94100000000026,"- Really?
- Oh, yeah.",5
GoodWill,25,65.07600000000002,68.82400000000007,"Think I should move to the south
of France, change my name to Vincent?",5
GoodWill,26,68.95400000000018,70.7810000000004,"You ever heard the sayin',
""any port in a storm""?",6
GoodWill,27,70.91400000000021,73.83100000000013,"- Yeah.
- Yeah. Maybe that means you.",5
GoodWill,28,73.95800000000008,75.33400000000029,In what way?,5
GoodWill,29,75.46000000000004,78.74500000000035,"- Uh, maybe you're in the middle of a storm, a big fuckin' storm.
- Yeah, maybe.",5
GoodWill,30,78.87900000000036,81.88000000000011,"The sky's fallin' on your head. The
waves are crashin' over your little boat.",2
GoodWill,31,82.00700000000006,84.21300000000019,The oars are about to snap.,2
GoodWill,32,84.3420000000001,86.00200000000041,"You just piss in you pants.
You're cryin' for the harbour.",4
GoodWill,33,86.13500000000022,88.42399999999998,"So maybe you do
what you gotta do to get out.",5
GoodWill,34,88.55400000000009,90.87900000000036,"You know, maybe you became
a psychologist.",6
GoodWill,35,91.01400000000012,94.59700000000021,"Bingo. That's it. Let me do my job now.
You start with me. Come on.",6
GoodWill,36,96.97800000000007,100.72600000000011,"- Maybe you married the wrong woman.
- Maybe you should watch your mouth!",5
GoodWill,37,102.48199999999997,104.80700000000024,"Watch it right there, chief,
all right?",6
GoodWill,38,107.40300000000025,109.27700000000004,Ah.,5
GoodWill,39,113.40800000000036,115.5310000000004,"Mmm, that's it, isn't it?",5
GoodWill,40,115.66000000000031,117.90200000000004,You married the wrong woman.,4
GoodWill,41,119.45500000000038,123.7840000000001,"What happened?
What, did she leave you?",5
GoodWill,42,123.91700000000037,126.20600000000013,"Was she, you know,
banging some other guy?",5
GoodWill,43,128.29600000000028,131.71100000000024,"If you ever disrespect my wife again,
I will end you.",2
GoodWill,44,131.84100000000035,133.8800000000001,I will fuckin' end you.,2
GoodWill,45,134.00900000000001,135.80000000000018,"Got that, chief?",6
GoodWill,46,137.971,141.80200000000013,"- Time's up.
- Yeah.",5
GreenMile,1,5.772999999999229,9.274999999999636,"MARJORIE:
Does it hurt yet? I hope it does.",4
GreenMile,2,10.109999999998763,12.36199999999917,I hope it hurts like hell.,2
GreenMile,3,14.28099999999904,18.367999999998574,"John Coffey, you've been condemned to
die in the chair by a jury of your peers.",2
GreenMile,4,18.618999999998778,22.162999999998647,"Sentence imposed by a judge
in good standing in this state.",6
GreenMile,5,22.45600000000013,25.70799999999872,"Do you have anything to say
before sentence is carried out?",3
GreenMile,6,27.46099999999933,29.961999999999534,I'm sorry for what I am.,2
GreenMile,7,41.974999999998545,43.72599999999875,"Please, boss...",5
GreenMile,8,45.14499999999862,47.81399999999849,...don't put that thing over my face.,5
GreenMile,9,48.98199999999997,51.3169999999991,Don't put me in the dark.,5
GreenMile,10,52.152000000000044,54.48699999999917,I's afraid of the dark.,2
GreenMile,11,64.16399999999885,65.83199999999852,"All right, John.",6
GreenMile,12,86.01899999999841,89.02099999999882,"[SOFTLY]
Heaven, I'm in heaven",6
GreenMile,13,89.23099999999977,92.02399999999943,"Heaven, heaven",5
GreenMile,14,92.27599999999984,94.10999999999876,I'm in heaven,7
GreenMile,15,94.69499999999971,97.27999999999884,"Heaven, heaven",5
GreenMile,16,97.53099999999904,99.23999999999978,I'm in heaven,7
GreenMile,17,120.1369999999988,121.7619999999988,John Coffey...,6
GreenMile,18,122.76399999999921,125.89199999999983,"...electricity shall pass through
your body until you are dead...",2
GreenMile,19,126.05899999999929,128.2689999999984,...in accordance with state law.,6
GreenMile,20,130.64699999999903,134.39999999999964,May God have mercy on your soul.,2
